# ID     FLUX_G     FLUX_R      FLUX_I    FLUX_VIS   FLUX_Z     FLUX_Y   FLUX_J   FLUX_H   FLUXERR_G   FLUXERR_R   FLUXERR_I   FLUXERR_VIS   FLUXERR_Z   FLUXERR_Y   FLUXERR_J   FLUXERR_H   ZSPEC     AGN_FLAG   SUPER_ID  
  7621   0.3799     0.4657    0.7133   0.6488   0.9062    1.37     1.506    2.101    0.06233   0.08876   0.2004    0.06477   0.1222    0.1758    0.1783    0.1845    1.612     0        50651  
  7626   0.2157     0.315     0.4117   0.5014   0.7064    0.9449   0.8689   0.8887   0.04214   0.05931   0.1354    0.06083   0.0824    0.08555   0.08276   0.08996   1.121     0        50897  
  7629   0.1279     0.3899    0.4286   0.1558   0.1404    0.1839   0.1993   0.2822   0.05677   0.07985   0.1812    0.02744   0.1048    0.06611   0.06335   0.07013   0.741     0        51044  
  7634   0.2337     0.3004    0.6411   0.4116   0.2141    0.74     0.8125   1.108    0.03978   0.05615   0.1276    0.03344   0.07688   0.06796   0.06506   0.07156   2.0799    0        50810  
  7636   2.943      5.185     10.45    10.17    10.57     11.3     11.76    14.01    0.06576   0.09484   0.2116    0.1078    0.1319    0.175     0.1727    0.183     0.664     0        49778  
  7637   0.1117     0.3173    0.5197   0.5022   0.3684    0.6713   0.5308   0.6282   0.04283   0.05994   0.1374    0.04591   0.08187   0.08348   0.0812    0.08785   0.6673    0        50822  
  7643   1.243      1.533     2.691    2.558    2.643     2.816    3.343    3.463    0.06352   0.09296   0.2042    0.08945   0.1297    0.2095    0.2095    0.2169    0.952     0        50159  
  7651   0.2526     0.3005    0.7974   0.9074   1.185     1.031    0.9158   1.118    0.04565   0.06426   0.1465    0.04798   0.08797   0.09037   0.08779   0.09512   0.841     0        50495  
  7658   0.5551     0.7155    3.252    4.243    6.784     14.36    22.89    34.9     0.1196    0.179     0.386     0.1459    0.2521    0.3843    0.3771    0.3987    1.223     100      49622  
  7661   0.3677     1.001     2.374    2.934    3.453     5.028    6.573    9.569    0.07588   0.111     0.2443    0.08945   0.1551    0.2304    0.23      0.2408    0.765     0        49100  
  7665   1.867      2.968     5.346    5.266    6.995     7.792    11.42    15.53    0.06412   0.09184   0.2061    0.1017    0.1268    0.1491    0.1452    0.1559    0.96      100      49604  
  7669   0.1703     0.3414    0.3441   0.9038   1.617     2.023    2.798    4.028    0.03921   0.05969   0.1259    0.07274   0.08379   0.1748    0.1762    0.1764    1.0938    0        49901  
  7677   0.3356     0.5185    0.585    0.7253   1.918     1.431    1.384    1.618    0.05838   0.08385   0.1874    0.08047   0.1163    0.1688    0.1672    0.1756    1.221     0        50309  
  7703   0.1472     0.1692    0.44     0.349    0.04159   0.5589   1.011    1.245    0.04535   0.06493   0.1458    0.05867   0.08972   0.1019    0.09866   0.1063    1.9182    0        50240  
  7704   0.2885     0.5898    1.862    2.314    3.634     5.882    8.748    12.74    0.0363    0.05489   0.1168    0.0473    0.07711   0.12      0.1162    0.1241    0.954     100      48743  
  7715   1.403      2.894     5.977    6.66     8.072     10.65    13.46    18.52    0.05877   0.09019   0.1904    0.06753   0.1302    0.3037    0.3008    0.308     0.681     0        49070  
  7722   0.5724     1.087     1.829    1.828    1.98      2.045    2.109    2.392    0.05141   0.07427   0.1654    0.07003   0.1027    0.1386    0.1376    0.1445    0.5233    0        49832  
  7723   0.6281     0.8727    1.62     1.643    1.879     1.697    1.817    2.221    0.04536   0.06393   0.1456    0.05448   0.08775   0.0935    0.09135   0.09837   0.683     0        49724  
  7736   0.3367     0.5539    1.028    1.214    1.354     1.4      1.658    1.726    0.04416   0.06211   0.1418    0.0493    0.08503   0.08613   0.08367   0.09064   0.90588   0        49772  
  7740   0.3837     0.5019    0.9837   1.217    1.641     1.709    2.04     2.309    0.04831   0.06855   0.1554    0.05811   0.09454   0.1045    0.1018    0.1095    1.086     0        49739  
  7748   1.583      1.556     2.782    2.732    3.037     3.061    3.013    3.057    0.0484    0.06868   0.1557    0.06864   0.09436   0.1009    0.09796   0.106     0.8394    0        49421  
  7749   0.3632     0.3365    0.6632   0.7126   1.122     1.071    1.086    1.249    0.04931   0.07036   0.1585    0.06657   0.09692   0.1204    0.12      0.1263    1.0363    0        49664  
  7752   0.7511     1.561     4.484    4.97     6.177     9.94     14.56    22.58    0.1009    0.1493    0.3256    0.1467    0.2112    0.391     0.3944    0.4037    0.84      0        48821  
  7761   0.3484     1.396     4.524    5.373    6.715     10.4     13.69    19.69    0.06222   0.08977   0.2001    0.09276   0.1244    0.1583    0.1559    0.1661    0.76836   0        48857  
  7765   0.007537   0.2031    0.5178   0.8111   1.412     2.775    4.557    7.389    0.05821   0.08485   0.1878    0.07802   0.1176    0.1446    0.1416    0.1514    1.31      0        49391  
  7768   0.8222     1.497     1.362    1.592    1.643     1.395    1.368    1.393    0.04345   0.06116   0.1395    0.04995   0.08344   0.08278   0.08011   0.08712   0.2613    0        49319  
  7772   0.1035     0.3925    0.4197   0.4298   0.4553    0.6491   0.6952   1.09     0.04992   0.07184   0.1606    0.0493    0.09869   0.1296    0.1286    0.1344    2.4334    0        49466  
  7781   0.08122    0.057     0.197    0.4766   0.7787    1.961    2.421    3.484    0.04276   0.06039   0.1377    0.04096   0.08404   0.08793   0.08516   0.09261   1.307     0        49190  
  7784   0.6225     0.9148    1.989    2.156    2.872     2.528    3.066    3.199    0.04445   0.06256   0.1426    0.04974   0.08558   0.08302   0.08043   0.08756   0.8372    0        49124  
  7797   1.696      3.936     4.975    5.471    6.642     6.032    7.149    6.414    0.1547    0.2312    0.4993    0.1933    0.329     0.6117    0.6128    0.63      0.346     0        48320  
  7798   -0.007817  0.1179    0.1357   0.2902   0.5311    0.8989   2.189    4.009    0.04133   0.05894   0.1326    0.04276   0.07909   0.07687   0.07505   0.08133   1.848     0        49040  
  7804   -0.02153   0.1075    0.7089   0.733    1.38      2.527    3.67     5.683    0.04369   0.06195   0.1403    0.0482    0.0849    0.09048   0.08858   0.09524   1.221     0        48782  
  7805   0.08705    0.1722    0.2975   0.4505   0.7262    0.7823   1.064    1.339    0.0436    0.06046   0.1396    0.04225   0.08193   0.075     0.07307   0.07931   1.033     0        49022  
  7817   1.343      2.08      3.566    3.801    4.317     4.866    5.265    6.1      0.05549   0.07952   0.1782    0.07691   0.1101    0.1517    0.1517    0.1588    0.7367    0        48347  
  7818   0.1817     0.2742    0.7372   0.8137   0.8923    1.104    1.237    1.439    0.04774   0.06735   0.1534    0.05165   0.09242   0.1036    0.1019    0.1089    1.015     0        48683  
  7819   0.9614     2.251     3.962    3.757    4.476     5.242    5.603    7.413    0.05895   0.08482   0.1891    0.08245   0.117     0.1529    0.1509    0.1601    0.5328    0        47846  
  7822   0.2856     0.6394    1.657    1.709    2.392     3.548    5.098    8.126    0.05942   0.08599   0.1916    0.1077    0.1217    0.1784    0.1758    0.1858    0.346     0        48194  
  7830   0.4959     0.633     1.471    1.318    2.406     2.593    2.966    3.128    0.067     0.09821   0.216     0.104     0.1368    0.1928    0.1914    0.2013    1.0978    0        48155  
  7832   0.1697     0.344     0.7773   0.829    0.937     1.254    1.343    1.473    0.04895   0.06944   0.1572    0.06291   0.09553   0.1068    0.1046    0.1122    1.11      0        48326  
  7835   3.664      5.182     8.196    7.477    9.001     7.636    9.28     10.18    0.04399   0.06162   0.1412    0.05488   0.08418   0.07683   0.07376   0.08098   0.738     100      48014  
  7845   3.772      10.85     27.12    29.23    37.92     47.53    60.4     83.32    0.1288    0.1923    0.4155    0.2041    0.2709    0.4758    0.4733    0.4912    0.5487    0        46724  
  7848   0.4584     0.7068    2.103    2.078    2.958     3.2      4.017    5.256    0.04728   0.06677   0.1515    0.05737   0.09168   0.1025    0.1006    0.1078    0.82843   0        48227  
  7852   2.255      1.974     3.153    3.002    3.342     3.464    3.217    2.906    0.04593   0.0645    0.1475    0.05429   0.08803   0.09005   0.08772   0.09493   0.9754    0        48167  
  7853   1.175      1.704     3.532    3.391    4.251     4.375    4.828    5.805    0.0655    0.09478   0.2106    0.1036    0.1317    0.1939    0.1938    0.2023    0.665     0        47708  
  7862   0.05558    0.1588    0.6606   1.0      1.372     2.142    3.046    4.218    0.04546   0.06356   0.1458    0.04638   0.08658   0.08333   0.08078   0.08778   1.019     0        48056  
  7865   0.4567     0.6683    1.329    1.583    2.135     2.437    3.091    3.862    0.06273   0.09077   0.2019    0.09958   0.1256    0.167     0.1656    0.1746    0.98001   0        47723  
  7870   0.5917     0.9678    1.405    2.046    3.203     3.392    4.301    5.099    0.0676    0.0985    0.2177    0.09391   0.138     0.2152    0.2142    0.2233    1.098     0        47471  
  7874   0.3438     0.6056    0.8026   0.8909   0.8796    1.148    1.334    2.37     0.03192   0.04963   0.1025    0.04952   0.06856   0.09014   0.0873    0.09412   0.8319    0        47837  
  7875   0.2426     1.885     7.719    8.254    11.06     13.54    16.87    23.16    0.05445   0.07752   0.1748    0.07816   0.1064    0.1129    0.1096    0.1187    0.666     0        46853  
  7876   0.2661     0.4343    0.7772   0.6577   0.5492    0.7636   0.6684   0.7139   0.04625   0.06408   0.1482    0.04568   0.08937   0.09939   0.09722   0.1042    0.15589   0        47921  
  7880   0.343      0.7448    0.7758   0.8412   0.515     0.733    0.6863   1.076    0.05249   0.0746    0.1686    0.08957   0.1031    0.1252    0.1249    0.1319    3.092     0        47567  
  7884   0.1495     0.2081    0.6331   0.8765   1.178     1.988    2.808    5.343    0.04667   0.0672    0.15      0.05939   0.09331   0.1152    0.1127    0.1205    1.202     0        47465  
  7889   0.3731     0.3718    0.6205   0.6183   0.8018    0.8247   0.9448   1.202    0.0436    0.06202   0.1401    0.0493    0.0866    0.0969    0.09511   0.102     1.224     0        47642  
  7907   0.4095     0.8702    2.287    2.602    3.579     4.71     6.957    9.386    0.05717   0.0823    0.1838    0.09183   0.1144    0.1739    0.1749    0.181     1.017     0        42962  
  7915   0.07369    0.4042    0.6527   0.629    0.623     0.6866   0.6369   0.9437   0.04112   0.05748   0.1321    0.05017   0.07909   0.07763   0.07538   0.08188   3.4129    0        45599  
  7926   1.046      2.029     2.961    2.813    3.334     3.127    3.121    3.338    0.05161   0.07389   0.1658    0.06972   0.1017    0.1263    0.1251    0.1326    0.27908   0        44009  
  7941   -0.03135   0.1607    0.3896   0.2548   0.6098    0.2306   0.1502   0.1857   0.04149   0.05814   0.133     0.0318    0.07783   0.06151   0.05865   0.06473   4.125     0        45344  
  7954   0.5783     0.7901    1.567    1.388    1.476     2.283    2.727    4.114    0.05381   0.07699   0.1731    0.08489   0.1076    0.1499    0.1493    0.1567    1.224     0        43982  
  7962   0.09326    0.1741    0.5297   0.5403   1.009     1.554    2.419    3.932    0.04578   0.06552   0.1471    0.0493    0.09005   0.1049    0.1024    0.1097    1.298     100      44720  
  7986   0.203      0.6745    2.448    2.902    3.912     4.76     5.618    7.603    0.04428   0.06207   0.142     0.05165   0.08483   0.08163   0.07905   0.08605   0.894     0        44291  
  7997   8.238      39.94     84.26    86.58    104.5     126.1    153.9    198.3    0.1062    0.152     0.3413    0.2593    0.2111    0.2569    0.2505    0.2687    0.2449    0        38123  
  8004   0.1971     0.05394   0.3449   0.4706   0.7101    0.7753   0.9253   1.182    0.05026   0.07126   0.1611    0.06029   0.09721   0.1045    0.1013    0.1099    1.076     0        47273  
  8005   2.478      5.5       13.63    14.45    16.85     22.29    26.39    36.0     0.1054    0.1567    0.34      0.163     0.2217    0.3943    0.3914    0.4066    0.62231   100      42176  
  8015   0.1733     0.2558    0.1185   0.1907   0.3578    0.1873   0.07591  0.1906   0.04458   0.06168   0.1429    0.03076   0.08359   0.06652   0.06398   0.07042   0.679     0        46136  
  8016   0.4598     0.6892    1.572    1.859    2.688     3.585    4.342    6.231    0.05562   0.07986   0.179     0.0708    0.1103    0.1468    0.146     0.1536    1.152     0        44162  
  8017   0.3374     0.7217    0.6762   0.7951   1.15      0.9677   1.4      2.245    0.04597   0.06536   0.1475    0.05546   0.08989   0.1002    0.0983    0.1054    2.3134    0        41171  
  8021   0.26       0.2552    0.4612   0.2795   0.4726    0.2321   0.3675   0.4487   0.0419    0.05857   0.1346    0.03935   0.07992   0.08053   0.07843   0.08495   2.24556   0        46394  
  8025   0.4358     0.6233    0.8799   1.01     1.311     1.038    1.261    1.224    0.04685   0.0666    0.1506    0.04952   0.09098   0.09906   0.09712   0.1042    0.76619   0        45323  
  8035   0.5273     0.7854    1.322    0.9865   1.395     1.339    2.048    4.378    0.04401   0.06104   0.1409    0.04017   0.08228   0.07011   0.06732   0.07412   2.42843   0        42902  
  8036   0.3262     0.2236    0.3823   0.3036   0.1628    0.2816   0.4749   0.5079   0.04759   0.06618   0.1526    0.04017   0.08943   0.08009   0.07789   0.08468   2.32707   0        45452  
  8042   0.07412    0.2718    0.4551   0.4108   0.08825   0.482    0.6362   0.8959   0.04164   0.05925   0.1336    0.05227   0.08138   0.07967   0.07625   0.08378   2.5763    100      42509  
  8044   0.2743     1.063     4.773    5.553    8.872     10.66    13.61    19.15    0.05039   0.07111   0.1616    0.06737   0.09773   0.1057    0.1029    0.1111    0.895     100      46727  
  8045   0.06472    0.6444    1.85     2.696    5.453     8.804    12.48    18.38    0.06355   0.09142   0.2046    0.1114    0.127     0.152     0.1483    0.1593    1.221     0        44678  
  8050   0.2207     0.3401    0.4719   0.629    0.3543    0.9205   1.373    1.801    0.04682   0.06723   0.1506    0.05308   0.09276   0.1005    0.09753   0.1055    2.19602   0        42296  
  8059   1.14       3.888     9.309    9.791    12.72     16.47    21.5     30.84    0.1006    0.1485    0.3247    0.1291    0.2099    0.3588    0.3568    0.3693    0.525     0        45593  
  8077   0.6444     1.222     2.969    3.135    4.275     4.995    6.267    8.278    0.1176    0.1767    0.3801    0.1191    0.2496    0.4375    0.437     0.4503    0.1946    0        41147  
  8084   0.5366     0.6053    0.9496   0.7483   1.032     1.029    1.01     1.102    0.04697   0.06537   0.1506    0.0473    0.09031   0.0928    0.09078   0.09775   1.2225    0        45497  
  8086   0.7732     5.598     19.23    19.96    25.43     29.6     35.82    48.92    0.06199   0.08902   0.1992    0.1084    0.1228    0.1432    0.1397    0.1503    0.605     0        45191  
  8099   0.4871     0.3563    0.5536   0.4992   0.4582    0.6798   0.7858   1.163    0.04259   0.05855   0.1366    0.03562   0.07949   0.06624   0.06353   0.07011   1.3527    0        47261  
  8113   0.4501     1.059     1.313    1.349    1.494     1.712    2.598    4.49     0.06437   0.09896   0.2073    0.09718   0.1385    0.2216    0.2177    0.2291    2.32822   0        45473  
  8119   1.544      2.232     4.355    4.794    5.713     7.682    9.167    10.73    0.07607   0.1119    0.2453    0.1137    0.1574    0.2558    0.2536    0.2644    1.038     100      44375  
  8126   0.1449     0.4357    0.8016   1.555    2.367     4.553    7.541    14.61    0.1129    0.1702    0.3647    0.1485    0.2377    0.3617    0.3572    0.3764    1.295     0        45437  
  8133   0.06071    0.2668    0.6108   0.4353   0.7938    0.5982   0.5049   0.6459   0.04905   0.06839   0.1573    0.05885   0.09409   0.1102    0.1082    0.1158    0.606     0        47207  
  8144   -0.06607   0.4049    1.905    2.154    2.587     4.225    5.71     8.328    0.04843   0.06871   0.1558    0.06291   0.09418   0.1035    0.1012    0.1088    0.733     0        45566  
  8153   0.1323     0.761     1.989    2.134    2.229     3.442    3.824    5.319    0.05059   0.07131   0.1625    0.05921   0.09808   0.1086    0.1063    0.114     0.677     0        46079  
  8168   1.697      7.087     16.81    16.75    19.8      22.08    25.26    32.94    0.06051   0.08663   0.1946    0.1096    0.1196    0.1422    0.1394    0.1491    0.5218    100      43409  
  8182   0.6587     0.7824    1.464    1.18     1.111     1.708    1.76     2.146    0.04193   0.06088   0.1345    0.05389   0.08262   0.08306   0.08108   0.08753   1.223     0        45281  
  8189   29.96      88.07     154.4    156.3    184.4     211.4    248.3    298.7    0.101     0.1472    0.3251    0.2383    0.2051    0.2836    0.28      0.2957    0.1032    0        41303  
  8191   0.1752     0.2922    0.2598   0.3635   0.4657    0.6522   0.9956   1.285    0.03818   0.05418   0.1227    0.03471   0.07318   0.072     0.06969   0.07577   1.8834    0        45656  
  8203   0.4081     2.929     8.588    9.489    11.91     14.6     18.23    24.97    0.05487   0.0782    0.1764    0.08775   0.1078    0.1222    0.1192    0.1281    0.536     0        42677  
  8204   0.3717     0.3029    0.7357   0.6804   0.9801    1.102    0.947    1.384    0.04732   0.06623   0.152     0.07003   0.09381   0.1093    0.1078    0.1151    1.142     0        43277  
  8213   0.5692     0.7296    1.228    1.617    2.103     3.042    3.925    3.765    0.07894   0.119     0.2546    0.1153    0.1668    0.3053    0.3054    0.3155    1.0861    0        42998  
  8217   0.8027     0.938     2.246    2.911    5.193     8.158    11.75    18.18    0.06796   0.09854   0.2188    0.1009    0.1372    0.1859    0.1827    0.1938    1.178     100      40487  
